Date,Close,Prev_Close,Daily_Return_Pct
01-05-1992,0.512153029441833,0.208333000540733,145.83
01-05-1995,2.1875,0.512153029441833,327.12
01-05-1996,5.80555582046509,2.1875,165.4
01-05-1997,5.93055582046509,5.80555582046509,2.15
01-05-1998,12.2708330154419,5.93055582046509,106.91
01-05-2000,71.4375,12.2708330154419,482.17
01-05-2001,17.7999992370605,71.4375,-75.08
01-05-2002,13.6999998092651,17.7999992370605,-23.03
01-05-2003,15.1199998855591,13.6999998092651,10.36
01-05-2006,20.9599990844727,15.1199998855591,38.62
01-05-2007,26.8600006103516,20.9599990844727,28.15
01-05-2008,26.6700000762939,26.8600006103516,-0.71
01-05-2009,19.5799999237061,26.6700000762939,-26.58
01-05-2012,19.9799995422363,19.5799999237061,2.04
01-05-2013,20.3799991607666,19.9799995422363,2.0
01-05-2014,23.0100002288818,20.3799991607666,12.9
01-05-2015,29.1299991607666,23.0100002288818,26.6
01-05-2017,33.9700012207031,29.1299991607666,16.62
01-05-2018,44.8300018310547,33.9700012207031,31.97
01-05-2019,55.5800018310547,44.8300018310547,23.98
01-05-2020,40.9199981689453,55.5800018310547,-26.38
01-06-1990,0.0868059992790222,40.9199981689453,-99.79
01-06-1992,0.673610985279083,0.0868059992790222,676.0
01-06-1993,1.46527802944183,0.673610985279083,117.53
01-06-1994,1.375,1.46527802944183,-6.16
01-06-1995,2.49652791023254,1.375,81.57
01-06-1998,12.2604169845581,2.49652791023254,391.1
01-06-1999,26.765625,12.2604169845581,118.31
01-06-2000,60.9375,26.765625,127.67
01-06-2001,18.8500003814697,60.9375,-69.07
01-06-2004,22.2399997711182,18.8500003814697,17.98
01-06-2005,19.6399993896484,22.2399997711182,-11.69
01-06-2006,20.5,19.6399993896484,4.38
01-06-2007,26.8600006103516,20.5,31.02
01-06-2009,19.5,26.8600006103516,-27.4
01-06-2010,23.0,19.5,17.95
01-06-2011,16.3799991607666,23.0,-28.78
01-06-2012,15.960000038147,16.3799991607666,-2.56
01-06-2015,29.1800003051758,15.960000038147,82.83
01-06-2016,28.8999996185303,29.1800003051758,-0.96
01-06-2017,31.8199996948242,28.8999996185303,10.1
01-06-2018,43.6599998474121,31.8199996948242,37.21
01-06-2020,46.2999992370605,43.6599998474121,6.05
01-06-2021,52.6199989318848,46.2999992370605,13.65
01-06-2022,45.2299995422363,52.6199989318848,-14.04
01-07-1991,0.223958000540733,45.2299995422363,-99.5
01-07-1992,0.677083015441895,0.223958000540733,202.33
01-07-1993,1.54166698455811,0.677083015441895,127.69
01-07-1994,1.30902802944183,1.54166698455811,-15.09
01-07-1996,6.48611116409302,1.30902802944183,395.49
01-07-1997,7.59027814865112,6.48611116409302,17.02
01-07-1998,15.7604169845581,7.59027814865112,107.64
01-07-1999,32.1875,15.7604169845581,104.23
01-07-2002,13.0900001525879,32.1875,-59.33
01-07-2003,17.2399997711182,13.0900001525879,31.7
01-07-2004,23.1100006103516,17.2399997711182,34.05
01-07-2005,18.9899997711182,23.1100006103516,-17.83
01-07-2008,23.1499996185303,18.9899997711182,21.91
01-07-2009,18.7999992370605,23.1499996185303,-18.79
01-07-2010,21.2600002288818,18.7999992370605,13.09
01-07-2011,15.8599996566772,21.2600002288818,-25.4
01-07-2013,24.3400001525879,15.8599996566772,53.47
01-07-2014,25.0799999237061,24.3400001525879,3.04
01-07-2015,27.3500003814697,25.0799999237061,9.05
01-07-2016,28.7999992370605,27.3500003814697,5.3
01-07-2019,54.7400016784668,28.7999992370605,90.07
01-07-2020,46.060001373291,54.7400016784668,-15.86
01-07-2021,53.439998626709,46.060001373291,16.02
01-07-2022,42.5999984741211,53.439998626709,-20.28
01-08-1990,0.0885419994592667,42.5999984741211,-99.79
01-08-1991,0.273438006639481,0.0885419994592667,208.82
01-08-1994,1.21875,0.273438006639481,345.71
01-08-1995,3.04166698455811,1.21875,149.57
01-08-1996,5.97222185134888,3.04166698455811,96.35
01-08-1997,8.86805629730225,5.97222185134888,48.49
01-08-2000,63.1875,8.86805629730225,612.53
01-08-2001,20.2999992370605,63.1875,-67.87
01-08-2002,12.1000003814697,20.2999992370605,-40.39
01-08-2003,19.1499996185303,12.1000003814697,58.26
01-08-2005,19.2600002288818,19.1499996185303,0.57
01-08-2006,17.4799995422363,19.2600002288818,-9.24
01-08-2007,29.7700004577637,17.4799995422363,70.31
01-08-2008,21.9899997711182,29.7700004577637,-26.13
01-08-2011,15.8299999237061,21.9899997711182,-28.01
01-08-2012,15.9799995422363,15.8299999237061,0.95
01-08-2013,25.8899993896484,15.9799995422363,62.02
01-08-2014,25.0,25.8899993896484,-3.44
01-08-2016,30.7299995422363,25.0,22.92
01-08-2017,31.6499996185303,30.7299995422363,2.99
01-08-2018,41.8600006103516,31.6499996185303,32.26
01-08-2019,55.3899993896484,41.8600006103516,32.32
01-08-2022,45.2799987792969,55.3899993896484,-18.25
01-09-1992,0.670139014720917,45.2799987792969,-98.52
01-09-1993,1.34027802944183,0.670139014720917,100.0
01-09-1994,1.36111104488373,1.34027802944183,1.55
01-09-1995,3.63194394111633,1.36111104488373,166.84
01-09-1998,15.0,3.63194394111633,313.0
01-09-1999,34.46875,15.0,129.79
01-09-2000,68.5625,34.46875,98.91
01-09-2004,19.0900001525879,68.5625,-72.16
01-09-2005,17.6499996185303,19.0900001525879,-7.54
01-09-2006,22.2700004577637,17.6499996185303,26.18
01-09-2009,21.1700000762939,22.2700004577637,-4.94
01-09-2010,20.2600002288818,21.1700000762939,-4.3
01-09-2011,15.8199996948242,20.2600002288818,-21.92
01-09-2015,25.1200008392334,15.8199996948242,58.79
01-09-2016,31.5799999237061,25.1200008392334,25.72
01-09-2017,32.2999992370605,31.5799999237061,2.28
01-09-2020,42.0299987792969,32.2999992370605,30.12
01-09-2021,59.0400009155273,42.0299987792969,40.47
01-09-2022,45.2900009155273,59.0400009155273,-23.29
01-10-1990,0.0842010006308556,45.2900009155273,-99.81
01-10-1991,0.293402999639511,0.0842010006308556,248.46
01-10-1992,0.739583015441895,0.293402999639511,152.07
01-10-1993,1.37152802944183,0.739583015441895,85.45
01-10-1996,6.90277814865112,1.37152802944183,403.29
01-10-1997,8.09027767181396,6.90277814865112,17.2
01-10-1998,14.3125,8.09027767181396,76.91
01-10-1999,34.4375,14.3125,140.61
01-10-2001,11.8999996185303,34.4375,-65.44
01-10-2002,10.9399995803833,11.8999996185303,-8.07
01-10-2003,20.2000007629395,10.9399995803833,84.64
01-10-2004,18.9300003051758,20.2000007629395,-6.29
01-10-2007,32.9900016784668,18.9300003051758,74.27
01-10-2008,21.9500007629395,32.9900016784668,-33.46
01-10-2009,23.0900001525879,21.9500007629395,5.19
01-10-2010,21.9099998474121,23.0900001525879,-5.11
01-10-2012,19.0400009155273,21.9099998474121,-13.1
01-10-2013,23.2399997711182,19.0400009155273,22.06
01-10-2014,25.0300006866455,23.2399997711182,7.7
01-10-2015,25.7299995422363,25.0300006866455,2.8
01-10-2018,48.8699989318848,25.7299995422363,89.93
01-10-2019,47.7400016784668,48.8699989318848,-2.31
01-10-2020,38.7999992370605,47.7400016784668,-18.73
01-10-2021,55.1399993896484,38.7999992370605,42.11
01-11-1990,0.102430999279022,55.1399993896484,-99.81
01-11-1991,0.328125,0.102430999279022,220.34
01-11-1993,1.48611104488373,0.328125,352.91
01-11-1994,1.70138895511627,1.48611104488373,14.49
01-11-1995,4.45833301544189,1.70138895511627,162.04
01-11-1996,6.69444417953491,4.45833301544189,50.16
01-11-1999,36.4375,6.69444417953491,444.29
01-11-2000,52.125,36.4375,43.05
01-11-2001,17.6599998474121,52.125,-66.12
01-11-2002,11.6099996566772,17.6599998474121,-34.26
01-11-2004,19.2600002288818,11.6099996566772,65.89
01-11-2005,17.4799995422363,19.2600002288818,-9.24
01-11-2006,24.1000003814697,17.4799995422363,37.87
01-11-2007,32.1800003051758,24.1000003814697,33.53
01-11-2010,22.9200000762939,32.1800003051758,-28.78
01-11-2011,17.5900001525879,22.9200000762939,-23.25
01-11-2012,17.5100002288818,17.5900001525879,-0.45
01-11-2013,22.5699996948242,17.5100002288818,28.9
01-11-2016,30.4799995422363,22.5699996948242,35.05
01-11-2017,34.6199989318848,30.4799995422363,13.58
01-11-2018,45.6500015258789,34.6199989318848,31.86
01-11-2019,47.0299987792969,45.6500015258789,3.02
01-11-2021,56.0999984741211,47.0299987792969,19.29
01-11-2022,45.4599990844727,56.0999984741211,-18.97
01-12-1992,1.02951395511627,45.4599990844727,-97.74
01-12-1993,1.60069394111633,1.02951395511627,55.48
01-12-1994,1.79166698455811,1.60069394111633,11.93
01-12-1995,4.55555582046509,1.79166698455811,154.26
01-12-1997,10.0486106872559,4.55555582046509,120.58
01-12-1998,19.9375,10.0486106872559,98.41
01-12-1999,45.71875,19.9375,129.31
01-12-2000,48.5,45.71875,6.08
01-12-2003,23.1800003051758,48.5,-52.21
01-12-2004,19.1499996185303,23.1800003051758,-17.39
01-12-2005,17.6900005340576,19.1499996185303,-7.62
01-12-2006,26.6900005340576,17.6900005340576,50.88
01-12-2008,14.960000038147,26.6900005340576,-43.95
01-12-2009,23.9200000762939,14.960000038147,59.89
01-12-2010,19.3199996948242,23.9200000762939,-19.23
01-12-2011,18.5799999237061,19.3199996948242,-3.83
01-12-2014,27.5900001525879,18.5799999237061,48.49
01-12-2015,27.5699996948242,27.5900001525879,-0.07
01-12-2016,29.4500007629395,27.5699996948242,6.82
01-12-2017,37.5999984741211,29.4500007629395,27.67
01-12-2020,43.5400009155273,37.5999984741211,15.8
01-12-2021,55.0299987792969,43.5400009155273,26.39
01-12-2022,49.9700012207031,55.0299987792969,-9.19
02-01-1991,0.151910006999969,49.9700012207031,-99.7
02-01-1992,0.456597000360489,0.151910006999969,200.57
02-01-1996,4.24305582046509,0.456597000360489,829.28
02-01-1997,6.98611116409302,4.24305582046509,64.65
02-01-1998,9.67708301544189,6.98611116409302,38.52
02-01-2001,33.3125,9.67708301544189,244.24
02-01-2002,19.2299995422363,33.3125,-42.27
02-01-2003,13.6400003433228,19.2299995422363,-29.07
02-01-2004,24.25,13.6400003433228,77.79
02-01-2008,26.5400009155273,24.25,9.44
02-01-2009,16.9599990844727,26.5400009155273,-36.1
02-01-2013,20.3400001525879,16.9599990844727,19.93
02-01-2014,22.0,20.3400001525879,8.16
02-01-2015,27.6100006103516,22.0,25.5
02-01-2018,38.8600006103516,27.6100006103516,40.75
02-01-2019,42.9500007629395,38.8600006103516,10.52
02-01-2020,48.4199981689453,42.9500007629395,12.74
02-02-1993,1.28645801544189,48.4199981689453,-97.34
02-02-1994,2.02777791023254,1.28645801544189,57.62
02-02-1995,1.97222197055817,2.02777791023254,-2.74
02-02-1996,4.69444417953491,1.97222197055817,138.03
02-02-1998,10.65625,4.69444417953491,127.0
02-02-1999,28.09765625,10.65625,163.67
02-02-2000,56.9375,28.09765625,102.64
02-02-2001,35.5,56.9375,-37.65
02-02-2004,26.2000007629395,35.5,-26.2
02-02-2005,18.1499996185303,26.2000007629395,-30.73
02-02-2006,18.3700008392334,18.1499996185303,1.21
02-02-2007,27.1399993896484,18.3700008392334,47.74
02-02-2009,15.3100004196167,27.1399993896484,-43.59
02-02-2010,23.0200004577637,15.3100004196167,50.36
02-02-2011,21.6200008392334,23.0200004577637,-6.08
02-02-2012,19.7999992370605,21.6200008392334,-8.42
02-02-2015,26.8299999237061,19.7999992370605,35.51
02-02-2016,22.8299999237061,26.8299999237061,-14.91
02-02-2017,31.1800003051758,22.8299999237061,36.57
02-02-2018,40.9300003051758,31.1800003051758,31.27
02-02-2021,45.8300018310547,40.9300003051758,11.97
02-02-2022,56.1699981689453,45.8300018310547,22.56
02-03-1990,0.0807290002703667,56.1699981689453,-99.86
02-03-1992,0.5625,0.0807290002703667,596.78
02-03-1993,1.23090302944183,0.5625,118.83
02-03-1994,2.09027791023254,1.23090302944183,69.82
02-03-1995,1.88194394111633,2.09027791023254,-9.97
02-03-1998,10.875,1.88194394111633,477.86
02-03-1999,23.921875,10.875,119.97
02-03-2000,66.375,23.921875,177.47
02-03-2001,22.1875,66.375,-66.57
02-03-2004,23.0300006866455,22.1875,3.8
02-03-2005,17.7399997711182,23.0300006866455,-22.97
02-03-2006,20.8799991607666,17.7399997711182,17.7
02-03-2007,25.2999992370605,20.8799991607666,21.17
02-03-2009,14.3199996948242,25.2999992370605,-43.4
02-03-2010,24.6100006103516,14.3199996948242,71.86
02-03-2011,18.5,24.6100006103516,-24.83
02-03-2012,19.7600002288818,18.5,6.81
02-03-2015,30.1900005340576,19.7600002288818,52.78
02-03-2016,26.8999996185303,30.1900005340576,-10.9
02-03-2017,34.3899993896484,26.8999996185303,27.84
02-03-2018,44.060001373291,34.3899993896484,28.12
02-03-2020,41.1699981689453,44.060001373291,-6.56
02-03-2021,45.5200004577637,41.1699981689453,10.57
02-03-2022,56.1500015258789,45.5200004577637,23.35
02-04-1990,0.0798610001802444,56.1500015258789,-99.86
02-04-1991,0.180555999279022,0.0798610001802444,126.09
02-04-1992,0.553819000720978,0.180555999279022,206.73
02-04-1993,1.17708301544189,0.553819000720978,112.54
02-04-1996,5.31944417953491,1.17708301544189,351.92
02-04-1997,5.27777814865112,5.31944417953491,-0.78
02-04-1998,11.7083330154419,5.27777814865112,121.84
02-04-2001,15.0625,11.7083330154419,28.65
02-04-2002,16.4200000762939,15.0625,9.01
02-04-2003,13.6400003433228,16.4200000762939,-16.93
02-04-2004,24.4300003051758,13.6400003433228,79.11
02-04-2007,25.3999996185303,24.4300003051758,3.97
02-04-2008,24.9599990844727,25.3999996185303,-1.73
02-04-2009,18.1399993896484,24.9599990844727,-27.32
02-04-2012,21.1900005340576,18.1399993896484,16.81
02-04-2013,21.2199993133545,21.1900005340576,0.14
02-04-2014,22.9899997711182,21.2199993133545,8.34
02-04-2015,27.1299991607666,22.9899997711182,18.01
02-04-2018,41.0099983215332,27.1299991607666,51.16
02-04-2019,55.2900009155273,41.0099983215332,34.82
02-04-2020,39.7999992370605,55.2900009155273,-28.02
02-05-1990,0.0824650004506111,39.7999992370605,-99.79
02-05-1991,0.213541999459267,0.0824650004506111,158.95
02-05-1994,1.80555605888367,0.213541999459267,745.53
02-05-1995,2.27777791023254,1.80555605888367,26.15
02-05-1996,5.58333301544189,2.27777791023254,145.12
02-05-1997,6.36111116409302,5.58333301544189,13.93
02-05-2000,68.0,6.36111116409302,969.0
02-05-2001,20.0,68.0,-70.59
02-05-2002,13.6400003433228,20.0,-31.8
02-05-2003,15.2700004577637,13.6400003433228,11.95
02-05-2005,17.2600002288818,15.2700004577637,13.03
02-05-2006,21.3899993896484,17.2600002288818,23.93
02-05-2007,27.6700000762939,21.3899993896484,29.36
02-05-2008,26.75,27.6700000762939,-3.32
02-05-2011,17.5799999237061,26.75,-34.28
02-05-2012,19.8400001525879,17.5799999237061,12.86
02-05-2013,20.7299995422363,19.8400001525879,4.49
02-05-2014,22.9400005340576,20.7299995422363,10.66
02-05-2016,27.3700008392334,22.9400005340576,19.31
02-05-2017,34.2400016784668,27.3700008392334,25.1
02-05-2018,43.8600006103516,34.2400016784668,28.1
02-05-2019,54.939998626709,43.8600006103516,25.26
02-05-2022,49.8600006103516,54.939998626709,-9.25
02-06-1992,0.65625,49.8600006103516,-98.68
02-06-1993,1.46875,0.65625,123.81
02-06-1994,1.34027802944183,1.46875,-8.75
02-06-1995,2.50694394111633,1.34027802944183,87.05
02-06-1997,7.53472185134888,2.50694394111633,200.55
02-06-1998,12.7395830154419,7.53472185134888,69.08
02-06-1999,27.53125,12.7395830154419,116.11
02-06-2000,64.375,27.53125,133.83
02-06-2003,16.7999992370605,64.375,-73.9
02-06-2004,22.4099998474121,16.7999992370605,33.39
02-06-2005,19.8799991607666,22.4099998474121,-11.29
02-06-2006,20.4400005340576,19.8799991607666,2.82
02-06-2008,26.3500003814697,20.4400005340576,28.91
02-06-2009,19.6100006103516,26.3500003814697,-25.58
02-06-2010,23.3500003814697,19.6100006103516,19.07
02-06-2011,16.25,23.3500003814697,-30.41
02-06-2014,24.7800006866455,16.25,52.49
02-06-2015,29.0799999237061,24.7800006866455,17.35
02-06-2016,29.0799999237061,29.0799999237061,0.0
02-06-2017,31.9799995422363,29.0799999237061,9.97
02-06-2020,46.8899993896484,31.9799995422363,46.62
02-06-2021,52.9599990844727,46.8899993896484,12.95
02-06-2022,45.7900009155273,52.9599990844727,-13.54
02-07-1990,0.0928819999098778,45.7900009155273,-99.8
02-07-1991,0.220486000180244,0.0928819999098778,137.38
02-07-1992,0.663194000720978,0.220486000180244,200.79
02-07-1993,1.54166698455811,0.663194000720978,132.46
02-07-1996,6.52777814865112,1.54166698455811,323.42
02-07-1997,7.84027814865112,6.52777814865112,20.11
02-07-1998,15.4375,7.84027814865112,96.9
02-07-1999,33.53125,15.4375,117.21
02-07-2001,19.2199993133545,33.53125,-42.68
02-07-2002,12.5600004196167,19.2199993133545,-34.65
02-07-2003,17.8600006103516,12.5600004196167,42.2
02-07-2004,22.9500007629395,17.8600006103516,28.5
02-07-2007,27.8899993896484,22.9500007629395,21.53
02-07-2008,22.8400001525879,27.8899993896484,-18.11
02-07-2009,18.5,22.8400001525879,-19.0
02-07-2010,21.1299991607666,18.5,14.22
02-07-2012,17.0799999237061,21.1299991607666,-19.17
02-07-2013,24.3199996948242,17.0799999237061,42.39
02-07-2014,25.0300006866455,24.3199996948242,2.92
02-07-2015,27.3299999237061,25.0300006866455,9.19
02-07-2018,42.810001373291,27.3299999237061,56.64
02-07-2019,55.810001373291,42.810001373291,30.37
02-07-2020,45.6300010681152,55.810001373291,-18.24
02-07-2021,53.5400009155273,45.6300010681152,17.34
02-08-1990,0.0868059992790222,53.5400009155273,-99.84
02-08-1991,0.282985985279083,0.0868059992790222,226.0
02-08-1993,1.45833301544189,0.282985985279083,415.34
02-08-1994,1.18055605888367,1.45833301544189,-19.05
02-08-1995,2.95833301544189,1.18055605888367,150.59
02-08-1996,6.20833301544189,2.95833301544189,109.86
02-08-1999,30.90625,6.20833301544189,397.82
02-08-2000,60.9375,30.90625,97.17
02-08-2001,20.25,60.9375,-66.77
02-08-2002,11.8900003433228,20.25,-41.28
02-08-2004,21.2399997711182,11.8900003433228,78.64
02-08-2005,19.4899997711182,21.2399997711182,-8.24
02-08-2006,17.4799995422363,19.4899997711182,-10.31
02-08-2007,30.1299991607666,17.4799995422363,72.37
02-08-2010,23.7999992370605,30.1299991607666,-21.01
02-08-2011,15.460000038147,23.7999992370605,-35.04
02-08-2012,15.7399997711182,15.460000038147,1.81
02-08-2013,26.1900005340576,15.7399997711182,66.39
02-08-2016,30.6200008392334,26.1900005340576,16.91
02-08-2017,31.5200004577637,30.6200008392334,2.94
02-08-2018,42.5299987792969,31.5200004577637,34.93
02-08-2019,53.25,42.5299987792969,25.21
02-08-2021,55.4500007629395,53.25,4.13
02-08-2022,44.9199981689453,55.4500007629395,-18.99
02-09-1992,0.694444000720978,44.9199981689453,-98.45
02-09-1993,1.35416698455811,0.694444000720978,95.0
02-09-1994,1.36805605888367,1.35416698455811,1.03
02-09-1997,8.58333301544189,1.36805605888367,527.41
02-09-1998,15.2708330154419,8.58333301544189,77.91
02-09-1999,34.125,15.2708330154419,123.47
02-09-2003,19.5900001525879,34.125,-42.59
02-09-2004,19.2999992370605,19.5900001525879,-1.48
02-09-2005,17.7199993133545,19.2999992370605,-8.19
02-09-2008,23.75,17.7199993133545,34.03
02-09-2009,21.5499992370605,23.75,-9.26
02-09-2010,20.5200004577637,21.5499992370605,-4.78
02-09-2011,15.4099998474121,20.5200004577637,-24.9
02-09-2014,24.8799991607666,15.4099998474121,61.45
02-09-2015,25.6499996185303,24.8799991607666,3.09
02-09-2016,31.8299999237061,25.6499996185303,24.09
02-09-2020,42.4199981689453,31.8299999237061,33.27
02-09-2021,59.5299987792969,42.4199981689453,40.33
02-09-2022,44.5900001525879,59.5299987792969,-25.1
02-10-1990,0.0833330005407333,44.5900001525879,-99.81
02-10-1991,0.286457985639572,0.0833330005407333,243.75
02-10-1992,0.711805999279022,0.286457985639572,148.49
02-10-1995,3.66666698455811,0.711805999279022,415.12
02-10-1996,7.09722185134888,3.66666698455811,93.56
02-10-1997,8.45138931274414,7.09722185134888,19.08
02-10-1998,13.9375,8.45138931274414,64.91
02-10-2000,55.5,13.9375,298.21
02-10-2001,11.4799995422363,55.5,-79.32
02-10-2002,10.0500001907349,11.4799995422363,-12.46
02-10-2003,19.9899997711182,10.0500001907349,98.91
02-10-2006,22.9799995422363,19.9899997711182,14.96
02-10-2007,33.0099983215332,22.9799995422363,43.65
02-10-2008,21.2000007629395,33.0099983215332,-35.78
02-10-2009,22.6700000762939,21.2000007629395,6.93
02-10-2012,18.8700008392334,22.6700000762939,-16.76
02-10-2013,23.3199996948242,18.8700008392334,23.58
02-10-2014,25.0599994659424,23.3199996948242,7.46
02-10-2015,25.7600002288818,25.0599994659424,2.79
02-10-2017,33.75,25.7600002288818,31.02
02-10-2018,49.0099983215332,33.75,45.21
02-10-2019,46.560001373291,49.0099983215332,-5.0
02-10-2020,38.2700004577637,46.560001373291,-17.8
02-11-1990,0.105034999549389,38.2700004577637,-99.73
02-11-1992,0.850694000720978,0.105034999549389,709.91
02-11-1993,1.46875,0.850694000720978,72.65
02-11-1994,1.75694394111633,1.46875,19.62
02-11-1995,4.51388883590698,1.75694394111633,156.92
02-11-1998,16.171875,4.51388883590698,258.27
02-11-1999,36.75,16.171875,127.25
02-11-2000,55.75,36.75,51.7
02-11-2001,17.2600002288818,55.75,-69.04
02-11-2004,19.2900009155273,17.2600002288818,11.76
02-11-2005,17.6299991607666,19.2900009155273,-8.61
02-11-2006,24.0499992370605,17.6299991607666,36.42
02-11-2007,32.5099983215332,24.0499992370605,35.18
02-11-2009,23.0,32.5099983215332,-29.25
02-11-2010,23.1700000762939,23.0,0.74
02-11-2011,17.8500003814697,23.1700000762939,-22.96
02-11-2012,17.3500003814697,17.8500003814697,-2.8
02-11-2015,28.7700004577637,17.3500003814697,65.82
02-11-2016,30.3899993896484,28.7700004577637,5.63
02-11-2017,34.2099990844727,30.3899993896484,12.57
02-11-2018,45.4799995422363,34.2099990844727,32.94
02-11-2020,35.9000015258789,45.4799995422363,-21.06
02-11-2021,57.6199989318848,35.9000015258789,60.5
02-11-2022,44.5699996948242,57.6199989318848,-22.65
02-12-1991,0.359375,44.5699996948242,-99.19
02-12-1992,1.00694394111633,0.359375,180.19
02-12-1993,1.64930605888367,1.00694394111633,63.79
02-12-1994,1.81944394111633,1.64930605888367,10.32
02-12-1996,7.625,1.81944394111633,319.08
02-12-1997,9.61111068725586,7.625,26.05
02-12-1998,19.5625,9.61111068725586,103.54
02-12-1999,46.75,19.5625,138.98
02-12-2002,15.0600004196167,46.75,-67.79
02-12-2003,23.1100006103516,15.0600004196167,53.45
02-12-2004,19.2000007629395,23.1100006103516,-16.92
02-12-2005,17.6399993896484,19.2000007629395,-8.13
02-12-2008,15.3199996948242,17.6399993896484,-13.15
02-12-2009,23.8700008392334,15.3199996948242,55.81
02-12-2010,19.2199993133545,23.8700008392334,-19.48
02-12-2011,18.5499992370605,19.2199993133545,-3.49
02-12-2013,21.0900001525879,18.5499992370605,13.69
02-12-2014,27.8199996948242,21.0900001525879,31.91
02-12-2015,27.4400005340576,27.8199996948242,-1.37
02-12-2016,29.25,27.4400005340576,6.6
02-12-2019,44.7000007629395,29.25,52.82
02-12-2020,43.8899993896484,44.7000007629395,-1.81
02-12-2021,56.1500015258789,43.8899993896484,27.93
02-12-2022,49.7000007629395,56.1500015258789,-11.49
03-01-1991,0.145833000540733,49.7000007629395,-99.71
03-01-1992,0.465277999639511,0.145833000540733,219.05
03-01-1994,1.78472197055817,0.465277999639511,283.58
03-01-1995,1.89583301544189,1.78472197055817,6.23
03-01-1996,4.07638883590698,1.89583301544189,115.02
03-01-1997,7.29166698455811,4.07638883590698,78.88
03-01-2000,54.03125,7.29166698455811,641.0
03-01-2001,41.3125,54.03125,-23.54
03-01-2002,20.7600002288818,41.3125,-49.75
