Date,Daily_Return_Pct
10-10-1990,-99.88
27-09-1990,-99.87
01-03-1990,-99.86
02-03-1990,-99.86
02-04-1990,-99.86
03-04-1990,-99.86
03-10-1990,-99.86
04-04-1990,-99.86
07-03-1990,-99.86
08-03-1990,-99.86
